registro_id,school,age_group,sex,medu,fedu,absences,failures_mat,failures_por,g1_mat,g2_mat,g3_mat,g1_por,g2_por,g3_por,studytime_mat,studytime_por,schoolsup_mat,schoolsup_por,internet,higher,paid,famsup,traveltime,goout,dalc,walc,health,freetime,id_profesor,seccion,g1_mat_gauss,g2_mat_gauss,g3_mat_gauss,g1_por_gauss,g2_por_gauss,g3_por_gauss,g1_mat_elipson,g2_mat_elipson,g3_mat_elipson,g1_por_elipson,g2_por_elipson,g3_por_elipson,registro_id_enc,school_enc,age_group_enc,sex_enc,id_profesor_enc,seccion_enc
E00000117,A,18-20,0,Superior,Superior,2,3,1,6,9,10,19,12,17,2,2,no,no,no,yes,no,no,1,4,1,4,2.2123542047424625,2,P00000002,2,5.232974296837309,9.438747903953825,10.999836546041665,17.945024322474648,12.12395836761861,15.890516139431297,6.659906389868377,9.605961677054776,9.607415126005675,19.76329337948048,11.550952265562879,16.2271207922892,gAAAAABobat9c_OVUkVZWotJBYnqxBSxSwCkWuIbWey91VhoIjRKuc-hEAjN9kAONmq7g4GxhfPAFilFG3-09tou91piEAh3WA==,gAAAAABobat9vY1OXkBHBjUywifGXcZ86YvVOqKHvp-ypCJJJTYua5ph_zwgkWzR6xWXkks3CLogGWtDOZeE3JGtHKwhXZaHPA==,gAAAAABobat9-7bQGimteTogQakS_8z2NwV8tVryWXXFkK64PerSs7HZIIbPDSvaRUknAj6309gRfiAvRlAdxkMly_OC0V-cXg==,gAAAAABobat9D8LwnZH9bUBYmMZ7DDOGtMk6d84YSL63yCpj2STpbcd_JxZldE1q_XXkxXpGer_70b_B3vyxlrlBWDApSx3vsw==,gAAAAABobat9mIJ9duWYMXykh7-O8eOeypkA8_jYUc-zuFAEDKABh51ie1-_41SUw4POWflLnn5PuQJNHhgTioYQb5A6ecQ_QA==,gAAAAABobat9La-EnyTJ-5GrjiY8YV-y1Demwi4zlGd-wGLgY6f5vKb32s2P9s6-eVbGpHzSt516lV-L_rnSdSZP3WKvC22_FA==
E00000118,A,18-20,0,Superior,Superior,4,0,0,16,10,10,10,18,12,3,2,no,no,yes,yes,no,yes,2,3,1,3,5.0,4,P00000002,2,16.82489173659138,9.417570974698707,8.84543538626257,10.075344497807697,16.79635079682628,11.552590693501099,16.462955730395223,10.715391938533383,10.518244702710057,10.173191594381208,17.29995280535204,12.319929907259375,gAAAAABobat9MYhm4KMa8cEvWgilzIHqjJBs_ELTGadOZcsjswWcp905KgE_BkuG7AyA-xSotdMHa9ELBRDT8z614ljStftcyQ==,gAAAAABobat9P7lE6zrAAXaDM7Fzlhd_gM3xDw0p48PjHSP-u-oiHHz-KXnlW33K15j-o6AD_9UhmsGFkMv1XJhCMZg3QW3QXw==,gAAAAABobat9StLsGRI6KVjzSiBYeQllY5kPW5bj7qMv1qWkxyOZPyVk0vcGuFkvZdlfuXSm-vYH9j6pEfoR21MfGYuy4V-v8g==,gAAAAABobat9unrmvLJhZc9Kn9YV39HjcdGmT4CMtOlSPdotuCBAG3mfRBHcFC-tuvzTnujITWqVIg4PB2ZBIoXwrE4xK3ndZQ==,gAAAAABobat9hdzjThkmEH6slmcyPx19XklGZu_Xg0SKg5ngaA9L8tPIriCM2ZSk-bZ2mt8E0kxcYnFFHlyYauSubMAvIR4ckA==,gAAAAABobat9w6ZZ1v_Fg5bb32BvKZw5HfZOaMMA9Nwl_qUTRSr4QI1S5xDgGwxb5vI-HvXGNBWwmCjbj_cAxEx79R2lWgV8UQ==
E00000119,A,15-17,0,Superior,Superior,10,1,1,8,10,7,8,7,8,1,1,no,no,yes,yes,no,yes,2,2,2,3,5.0,2,P00000002,2,8.45819894376373,11.233611724632429,5.979439291487854,9.196791418857885,8.045435893040734,8.274308155651873,8.625454465107582,10.439576152520237,7.658796143973038,8.533553091701041,7.675439672198764,8.895641945718754,gAAAAABobat9KDPjbZx7V29fH8NNmuJkYPjcth_-OE_BkVAgZmOYha58aXlA4Eb3SsvNcPGbbnN8eDejLWq3aA_ZQfc4uyPekw==,gAAAAABobat9HWzXLBRaxS4X9Dy8ZQRo0kUk3EWINlsSAroLiEYyOeUqL8qsoGj4_vLxGYvkxRSUjhcOiCDJbwRMJWqiMbxUSQ==,gAAAAABobat9R2yRLY6yNQOMZSn3_173aTrYu0Ae-MRstm5McGQhg1-VBgPp2a68ZAaS1q7LjlPDDnOntO5qU5qXhnkhK7wiuw==,gAAAAABobat9tPyC5R0DcrXcpoegoQisAb5of9zddsWfFj-h3DFFWdG9nemXWGBIGyjDC17jVnZUWPDjbdsKXID8EdITSOVEBA==,gAAAAABobat9QbFGQ-ZguAdt2o4w_mvQ_o6JrWyilcKtLKG5Mp3x9hk3kpkzArWp97JDnGMswc9CfnV9HjIqEGJdI5Vp4o5qdQ==,gAAAAABobat9wU6hiQDBmC-M0SSWbm1T__SPBQ1WzxM6KtbUqOnoFrb2qARYAGr1xdFVvbXOybA0hrxo-U5qMKVByyfZt4QVmg==
E00000120,A,15-17,0,Superior,Superior,0,0,1,15,7,11,9,11,11,2,1,no,no,yes,yes,yes,yes,1,5,1,1,3.1895400346198555,4,P00000002,2,16.129884320309667,7.131721224110437,10.979300645678324,9.5231504190586,11.364250311122635,10.762976277598325,15.637602449029677,6.2824190014540635,11.951453532473504,8.298625518944402,10.516805225525319,10.556807978600169,gAAAAABobat9P2pIW80Ki2bRxbqMG1o8ygarw39bUdPQCby4elGWUupcdXEJkKEBcdGGC89ELxK5eZXqUP8yagL7k9hCyfredg==,gAAAAABobat9HVeD0Ndy_WSYy-mpQo5yWohbXuKCWddP-VpNvLJXyBoBrIOCo9aeDof5yhBbJxqPInnz2uI2qRpEnO4-EIOBng==,gAAAAABobat9gfQ6jeZu_guaXOWmEG_orugwJwnSw3A1TxDEqSDm22xvu0BC2QqRx8w9dpYSF6Ot2SOQpAvbEmv69eHQobDbVA==,gAAAAABobat9Fk_0UIfRrm_RKuzYHH7-wdmJ6xLABq0qPpwTOqSbkxvL6LFU_eu1HH25cGpBNOU6RAknBuZcULQ1Avwpmuyf2g==,gAAAAABobat99UfF_B-rp7N2i1MpX631ZAMpbu8LXkA5PvpoWGKyjxUnPUiROEefs44g3amO0miA_fH8YsaBhMNnZsnk_cY8Kg==,gAAAAABobat9HEKt8ewP2a9_EZEvr3ejacxYC6jR0VZxdoWeRLGlvQHi6jv5GzU8xV82P_AqoFIWfP_YtT_jORuOj5JOGPTCqQ==
E00000121,B,15-17,1,Superior,Superior,3,0,0,12,12,19,8,10,9,1,2,no,no,yes,yes,no,yes,2,4,2,3,4.640234848684705,4,P00000002,2,12.274567849321452,12.36843061364545,19.460695716311932,8.53889915649017,11.096538493369415,9.570377523553194,11.09027251184008,12.541394382903697,19.27608464343584,8.375179927411496,10.387851868959439,8.735665945181601,gAAAAABobat93zKNGFXhjHow8YxzIH5S6EfuLd6PtodNs6n6JKZZZ0lTJBt1tm_HwQm6wFgAejOnMDl7E33gSpPW4KA4m4NtHQ==,gAAAAABobat9axnD9zWhLQ_BAk3KMToFESH1hrca6ssPctdoWODpUCokiLcRIkehC-_-QMNNXl6cX9VcdcDq7Mame-PAcgVzog==,gAAAAABobat9g7h4mj424yAzLuIf1GnSTYAd7UNUdd_5P9Qk0iYZczyfQlpR_dmvQcABnEQxc_Dgg9TDFI99GOT4uEz7hJso3A==,gAAAAABobat9bGqF8a5ztKrrqcL1AJ2EmIDdRJ3IdahR9GC_TK-qJQiKHiku21L2BIwe8O6lQNAd9dJYyI_MCoRSer5GJCblcg==,gAAAAABobat9mIyFkr1v9PDzeEayRhkD480qTgSUJ1M2VnQeTVbpqLguRGJASk7nJV28KrCD-EoHWyR75vK4a3zQmknm3lLQJQ==,gAAAAABobat94Jw8ut5fwS2ssTiJUi7HYcQIjCa4eCBMyQNSPdhEWo8InzTHO82vb61-7f2SUXae5wkc9newUDpLBReJPQgqWw==
E00000122,A,15-17,0,Superior,Superior,3,0,0,7,0,14,16,9,9,1,1,no,no,no,yes,no,yes,4,4,1,1,3.615265256840301,5,P00000002,2,7.348943565114948,1.0569682234962237,13.336239227649425,15.826133163196937,11.220081449456236,9.059016145965275,7.80455178031558,-0.47600940715003626,14.99055525807788,15.54836700589234,9.165017145133813,8.502936562826537,gAAAAABobat9UQZ1WV-6cuZywVRtCCvuA1VN6KK9qpzrQQ8RTvVZtXPY8eG3DJxCcj0C1Sd0h1GYgpAHQqcNLM1lszMi-8ceYA==,gAAAAABobat99svAxtl4NvzQ_4XtpQoJuNRjZmztPs00bzIRVuzzIAIaH1ugvFZEev0jtXIU5yBmMwqSxbDX0lyDrwoht1_baA==,gAAAAABobat9hobJL9aADvAha07kpoknKG1I7hfV4gHZtfmJg-VPVD4QTZ5_slXIRTqjbyudUMZ5kONE9aoNBfYMoqYsb9coJg==,gAAAAABobat9O2nS9p-0BlJrgc0x2SR_jTeKWyxg9osXwEU6TeHoIg475DKTbUBDr6AIaS924vDIeOENE-T6b98kPPU7ruTgbg==,gAAAAABobat9eY_K78P5V8Q-86edprPOO8yh_x5Lu6wI3eIRGMdwszR-ReykVlb1Ck6iOnwkbSk_8Va5DVHQA7Bnu60xy0Y51Q==,gAAAAABobat9m088plugzOe0QoOxuYz_nHYbYQvQB-IvN3tBzok_kZO3drWl0BNNnvX4FPZiPqAeLLRIntWOCFhijvcWq7Daig==
E00000123,B,15-17,0,Superior,Superior,5,0,0,11,10,10,12,13,12,2,1,no,no,yes,yes,yes,no,1,5,5,2,4.789829210877043,4,P00000002,2,10.952820918561136,10.722705826058858,10.989791844644692,11.971530108482366,13.090695399394297,13.452898338398732,11.645465598034866,9.524791212064619,10.592210089460577,12.31776913641593,12.020723731930342,12.729499159190604,gAAAAABobat9FQ3gJ9lh4FRB_Rq9MiPem1Hz4efsBYhh2HQnLKstB9fuppU7taCT2WyXwOgA8pvVzlDVBUAQij77Rtxa5U3UtQ==,gAAAAABobat9c-1nyMdRyL188wk8gogm__QGsSbBrMCW1GHgV45xecSe_AUVBq2fJjA4P1aN35wU9ls_t_ckCgS6vD4wt48-Mg==,gAAAAABobat9w_Vze9SMb2zKuI7edqoXmhzXjeVNt5cbuDKD_ZDANSS36HAh9_zl2l6LZguv5Qts1wvVFBmItVUiwEygzF2UBg==,gAAAAABobat9hFUlmk1jHhRW7Slpt7l1HSTZcuIRKsZ0ZshHzqGxKMPkjh8TQjVv-rtQ53n3sa4cmr4oZimnzRm8zSWuXUHeBw==,gAAAAABobat9qxtpxbX2JoOg6E9NJY9RFUER6Fw3PE-hd0H9ghlL9mYgSaEH6t0xHmm-HqlYzUFAI3zJshSpkxIYQnSWIw26ig==,gAAAAABobat9Q4R2zf-eWQET2b4ycgMa9Ais2gxghkWgEBvbIZ8cDC3HG9Uho3kyZ6PvtIoip-JqnCBOMaXFAczCtgqoVWwOmg==
E00000124,A,15-17,1,Superior,Superior,2,0,0,9,10,10,16,17,18,2,2,no,no,yes,no,yes,yes,2,3,1,1,3.032760127860396,3,P00000002,2,9.124815758673735,10.364318801925952,9.897766608984735,16.893305095620043,16.72687385162176,15.706123957978619,9.998864597853567,9.657561418200961,9.580757546927652,16.203729956674906,17.92067776995352,18.836465769860496,gAAAAABobat9d_ydEYg0CKwx_WNRR8PYWgg2Tu2dq386f52B29UUoPjnNw6DDFOYmc38sAfUxVPJh8nhBBekKT0Loy9upmQjNw==,gAAAAABobat9urJrRz3FjJ9gX1NSfvLE4phmEG7mS7bP_YhFLZ5vu3eMpLJHEgFRdJ--PWQOH1Xw4XdbvzwzUZOhY3Sd7EfB4w==,gAAAAABobat90HapBqZIPL2DPlAajGXa8N-_xc_5JdNlZev0m397fgfs7La2r_GMp7yuWz2oI1Xea-WJm05SWC6-oU7EfuiJsg==,gAAAAABobat9bYptQ9Jr_C7jjlbWfqSReWScbJYSioVHOmBT7DYBUdGvs7hB699sHzQUSWJHRAqHs5ePD47Lv75eFZn5gKRLIg==,gAAAAABobat9UoItkOc6FHu41v_VGW0kq7na_MNSdIVUs9M0DtCfGvRmpziRbd2U1cBboouxWaRI0J8l0U5ZYGTGzQYh24w3fQ==,gAAAAABobat9E4RgYkw0PN9nDyXqVeDlj7P1j2dE201VkbBOxM1yd5pe9CcVe7ChrliZbsxtUsMDeGqpWZ4NbxYUO67piQiBcA==
E00000125,A,18-20,0,Superior,Superior,75,0,0,14,14,6,11,13,8,2,4,no,no,yes,yes,no,no,2,1,1,1,3.884419873942399,1,P00000002,2,12.707979334539635,15.029210407983053,6.455903634695028,11.213351244108248,12.373952072226222,5.3692908657955325,14.473013674438276,13.113486165262804,6.923964042636275,11.958377885768499,12.80680749068046,8.416271728743125,gAAAAABobat91EZRoOvWFFEMn34_NHHO_cBZ7BN1OxvQHtYHSIKN7Lnl8FWN5DDB1qM6AeV-wMLXTopLocXxP9VkJZNJTp1Ekw==,gAAAAABobat9iGiWZYIxfxaNXPg9D5ruw-qsyqux0qrVYhRMee5KX3Sgo123pyV5YMn-tBvGXtot2r6JpqbxawD2SUP4RHmOmg==,gAAAAABobat9wxTDx4fUF80mbLtNdQUphX8w6qhPur6z64HNFe66GV8p3tcEVEyafGfgW4gHyUSyN98-7av8VbnyU8SGZmgUrg==,gAAAAABobat9Do_gZv4_A7Fx-3_e04q8oONWvLUfgh4VLzUUUbcsokIbXCQAkpMWpSqYvxHDOCHtnLCgokspdIfIZwsnoVXXlA==,gAAAAABobat9hDg3v8jY79tCS4bVpueQx1kQuk0TpYIvhzlUCb8OUpm-_CTHo5dPECftliIdvBlUVfg6eo8gEO9q4qnXUgIeAw==,gAAAAABobat9xEw7ihJQa20Qti9YMeEg5gpbynZus0Nh6a6n5R_BPgrfFjQ9gvG520_fmSsJcHwNy0njJ7hBNkN_WZ6vjZUYKw==
E00000126,A,15-17,1,Superior,Superior,0,0,0,19,11,11,13,12,14,2,2,no,no,yes,yes,no,yes,1,5,3,5,5.0,3,P00000002,2,19.229206086761753,10.61786439857427,10.954226795055146,10.850745433250868,10.183482578626924,14.902623052687986,19.924395933542343,11.787140450174814,11.642385468997693,13.266241917105907,12.117069197201166,13.325514859622817,gAAAAABobat9AihILMqB1NcN8ToXYwGxic-MoY4psFwAk9pX5IQuWG9tZdB6h5AzLqswMfVC_qTrwb2HCDeHDaT6rFRGfDzGWQ==,gAAAAABobat9YXkyhSR26L4thfBANTD_HUXtoWFRqSJCeuCbZQSosZ8eEreTfgqFotbCylygKIXCz01DBd6yHpB7nZ8r58MYEw==,gAAAAABobat9SLuznVCkl3X3OeGAqJsW6_y_OepoaaP7QnNhILhdqWzKjOSKfCeCJZYcNnCTACJtp21HImnxS1r8lYnJ5V9TRQ==,gAAAAABobat9ztlXI1_7ROTMhx3M752R5hl6csKSX5M1eisXM5PFGkDg4sO8VpY28SDuM7eDgeW2EJMuNKZhOMuN3wSbc-2XfA==,gAAAAABobat9y2NSnN6XTLQHvx_JoJ549Rt4uISnuyNBub3nPLmeH8TEdm-7mBrFp30EOw8rCIpsVFVHgmC6ZCfAKCg_vxBejg==,gAAAAABobat9Akk6wtP9DEVk_IGA0bLFchN-rSEnY6w8F-QT_gBBV0LRasQ8E7rn0vWXt7WULSzxRrWNHvb8G1M5cTc6fwwW6Q==
E00000127,B,15-17,1,Superior,Superior,22,0,0,16,13,15,15,13,12,1,2,no,no,yes,yes,yes,yes,1,2,1,2,3.061816913056552,3,P00000002,2,16.667597026717903,11.06951825221081,15.553342764461332,16.253175609568416,12.502097992916235,12.548690915917744,15.876452073364977,12.011226763240213,15.495678317114363,15.042077176327307,12.972725553959807,11.61785649104571,gAAAAABobat9XriIdYll9gGpiVfUT0f0G5zlzI1OiE7jW4PHtdj8Or8uAJYzYQ7iO6hu0v0YS1zvWM3eRLlfww-kE14CHxKL7A==,gAAAAABobat9eT4JVJHpdq-usz1aB3wgaeKZn08kWwLRUGXwT23Vw_7mRtx6senwwoosYyWv2GjAJJchuCi1JrZCQ6xJ3rp3PA==,gAAAAABobat9lLScuZrf6AM_n09bCIFVELcd0H_Sf5IdF5WijImyNF351w0h6ZP9I0_eZO6TOO8xpP8A0o9V3AZWXm-bjG3SJg==,gAAAAABobat9h5CT3kuTzbFiMCyJhpdPCmoi0CJmsHq6kr267bGv8agl0Ls9k4__96tdibnK1_pW-8OY1y3DB0OAzGCX3nv5MA==,gAAAAABobat9Y0S31gz9AvUlxWPeXCyQr9F4BPvPcJvZVbv8pXVJQYstozXKCYnX9_cz1_LgWcSwzxU9Rihul3F246F5u0RqRA==,gAAAAABobat924uipckFAVu3yNeXPYeHwtcHq2kIBIcG2Om7-uwr9RtVYXu-fiQMF5WLpVQa9GvoE6Ife2pT8OWTB0RqN9kU9g==
E00000128,B,18-20,0,Superior,Superior,6,0,0,6,10,12,13,11,0,1,2,no,no,yes,yes,yes,yes,1,3,2,2,2.0445168486470893,3,P00000002,2,3.2938866350984712,9.744206223754508,10.565539294666925,13.349911942432668,12.98292542877624,-2.1105104015568865,5.6092083572462785,9.75152972444284,12.911107749635699,12.052716492323762,10.323930351073683,-0.49605516531460525,gAAAAABobat9UtxdvXFaBs24F7W_DHabOLlxtG6FEu9x2i3Iri3hG98h0elzS5Ork2cbv-gf3eyUw0uufRReYIv9NTdrQUw0oA==,gAAAAABobat9U2rv4_LdT4WpVmSd1WpfEMVNGUSlC1S_cEdK1BUvYcXF7wIHFEoQVDiFjDkKP_O3L-JtuCDS8ovEV6M0DgBvzQ==,gAAAAABobat9QNKlxbtSmZsO3Sh_UjVRGcc-DOhjQJetL0r7L-L8daZKuFyQWvpkhyL_me-DOb4Lm-MzKgSfiGzRsspqXlaPBQ==,gAAAAABobat9Wq21hvGXnqDcyaRSTaDPgVV6PXZgkLrDEX4BKH3MdIQNfy9fOT1gHZ1f5vmrB3J8OozOYegktS5GzSFYrHIoeQ==,gAAAAABobat9G1wZ9gKj_uRqRnyH04od0_EdpkVVT4ojnd8RY4n-sI5qlfyRLYEtJDU8wvhVbsCe5sK3de65iD7EyewjOjWCWw==,gAAAAABobat97SMgfZf5tBfBj62dSO4peo15ZSg9qd4hKiHiCQH2JA18Hn082V-WUk7azpvHMVLwQbXpoVST-Ov2tgyY_TxQVg==
E00000129,A,15-17,0,Superior,Superior,5,0,0,15,0,14,12,16,1,2,3,no,no,yes,yes,no,yes,3,3,1,1,2.0243547291500663,1,P00000002,2,16.433871993355602,2.044549127062075,13.786368391779673,12.772547213837314,15.06421941407789,0.8169356685963058,15.453663907443387,-0.9432769087866457,13.945388747168268,11.141353995012196,15.880922309204312,0.3032389002242766,gAAAAABobat9Tqel_vxs8Sx83qXxhfVv0e1iHIbiC174Sb-NFssdGkp14qH2wdcDyjRBK9Vi27WKesgrDOVqyRmiqySsm3miUA==,gAAAAABobat9A7fTBIwFQJIWldeeNIqMp5L5ecmNiHvMy2F389vtyX0xSTJ1Ni8rQF0GYDQq39Fzl0e-_pphBdfaw6sBZeGLoQ==,gAAAAABobat9_uPjd2AwB1z2nhPXIU9LW15EH-FTLpzDIp2RjFZF0wnkeMzj5ddfgZUBgYoNhryQ3nHryourYqD4PlsHI3hh1A==,gAAAAABobat9yd80zAY-SEl-yVxFVxPd7KH-H0vgSp0N22O5iqD5-qRAOrCVQBzzjpxMPAS8H7nngqUILclEeUoIWztY3u4bGA==,gAAAAABobat9xQ1Bl5UIjDSUWHgSLQVOr16E5-R0mTC2lrw1af9Nn14WcH7bVVXmcGiuvhUzuk4aRix3Ywcxval53EF_RsX9BA==,gAAAAABobat9QkALVD7xDEkkFRHwxfuKeDUvvtuRu0TjXMZfgJPXOheS5U4yNA85CjPXDWFezdO2jS9ApRN9Ci25-EU_MgikBA==
E00000130,A,15-17,0,Superior,Superior,0,0,0,7,13,9,11,10,9,1,2,no,no,yes,yes,no,yes,4,2,1,1,4.515489678117061,3,P00000002,2,6.86359125580314,12.963444752603186,11.088082273560584,8.307239828184525,10.599901190193291,8.436319182161446,7.191853428026063,12.703040248061045,9.22795536306707,11.56213507647207,9.913518900284908,9.58920218934805,gAAAAABobat9fyMC-pgqVam3UTDuJsTNunqMff1tbuH94a1Y49a9iexycZBCPm-UcYpEKxEldmbP0bT1GNAOBZWuvJECiXYqZw==,gAAAAABobat9sb5J1Lj9oUMmIGYMwXcVzSA5Dh4kh8qw81tCXqtpeD6dFw_L6QOLcNg2dfERukPaN_Wg_OarGOzxWinWruVuIA==,gAAAAABobat9lOHLa5sOsMHXKeVf5ifDIuBzVKxIGX3b_BUSj1w6Luv3OszH4naqpvXb1rTZAt8lXueag1hRIieq_CBe9Lfv2w==,gAAAAABobat9tkU8ImI9l-_9dm9AF5qL73xyw854ytmX7QlNHGR2P6CiZOgOZHjQxuwnu0eoTVCF9YYCoUk-dCPxd67pk-VNAA==,gAAAAABobat9eCN_ZPAuOwgfV1xyYoPivrdPhTJ7X3tmJK1IwZeNwRsDkFAdv6Hp7ahSkGZexneLgX0UMCGgDWQckNOPy5HPQw==,gAAAAABobat9awvo-zKoh25Fh5YC9_Nsv0GlNjtrIKAdjGLfv6XtMmto5MX3bxs989cHJ6gGYYuAhW52UwaA01IPGUrar_Vo0Q==
E00000131,B,15-17,0,Superior,Superior,0,0,0,13,16,14,17,12,15,3,3,no,no,yes,yes,no,yes,2,3,1,3,3.8649315665399366,1,P00000002,2,13.2950260816828,16.05192311748556,14.82825856596893,15.780862913575218,11.306108646403981,14.740580213093748,13.100578435184012,16.31390182031708,13.310188688147337,16.340103716491548,12.821467476565964,15.022542580474145,gAAAAABobat9YsRUAqQYTT-wU0gZorGtlU8TpJ-wC9_e6dyhoK9o4TAOt6g3VNem_klhtY8vMbwUbqOcHatNq1A2fiOLNH74Rg==,gAAAAABobat9mG0yMGQ558Hsw6O9y8doMzvbPZqZGXdzeXdroPsXITb5L8JQYInZrEfr4p1V1ZxliIJDsBZqAwqOZMTds5lPJw==,gAAAAABobat9jAozA3s4hZ314GDulksND1eBTyU7vhyUi3cokTQi7pVeQwjhjS-j9Q-4ZIFRT3IZZMSJ22ST-LXqAfuZfsLgMw==,gAAAAABobat9mT9m8sF5LJHrOK_N_ZeVcEJBAeXbp3LrlJOA1yW8yF6S0EIKI_taxyUk1AixVeC5NDKqTx4da6pPhu3047OCmA==,gAAAAABobat9VLbdmix-hQsPY4tkO-wdkzg8AfjilsEMIpR3rWWNglEQVXqmTxn-bxw0n4SXckadhPfnbA4__uJoCwGqeyuQ9Q==,gAAAAABobat9ncPOWfE4HTMJb3IAS57wjWQhLlAWDvJwdBDKo35bUU3Rn76YX0rmw8OqkaeMJkqM_ZzLx1WJeDuOIco6cpSc8A==
E00000132,A,15-17,1,Superior,Superior,7,3,0,13,12,13,8,8,11,2,1,no,no,yes,yes,no,yes,2,3,1,1,4.81891049700148,4,P00000002,2,12.656217146562753,11.93838679192643,13.262060488035877,7.862860082192937,7.640113390429119,10.26050302138903,13.669864268059186,12.546891092780369,12.085779125821361,7.012251550379755,7.659996425605228,11.935625741839702,gAAAAABobat9o_M0EKTdGBBsE5m09lra45F71Bksr15JktT-4AX2rWgSm57mujBJm-w3vQssCSY6amNNyxHX-lGOlT0JGBFJyA==,gAAAAABobat92mmiRqY3QEbzRJ1_N5OhGwIYPGGCH15tolw7HHOxtsO48w5LKr7khj_mOvdw_F18R75FUMAkHHYjquv5hwEaCA==,gAAAAABobat9TtneJphCDPEdVdYN3smiOlgrD8o3MEHR6UGTAoBA-f4f82_R0m7jr6wGQW2uSYEcRRwlFBdSKhE7nQpZQMz-tg==,gAAAAABobat9sSXG0bgBFVb-6nb-5UUTjPpX0XMmao3ru3x6VhdOQUf43YxbDY_evpYhY_2RpaL7CFEJopY3iePsCUbXznvrcQ==,gAAAAABobat9NoozbI12SLT9IC4cG9PLbgnxgvv055eJHADR0J9aYIOKLngOOR_9gNEkkqEFWngA7srVE6gjLt1qKq1_hPjOQQ==,gAAAAABobat9vS7ADztRyeMRAFuKjE23KRPH_lOAkzRqiCo0Ceovy97ZaARChlvvvTLT9ajLlP6BykB6-RfkrgzYHIis__n1Vw==
E00000133,B,18-20,1,Superior,Superior,5,0,0,17,14,15,9,10,11,3,1,no,no,yes,yes,no,yes,2,1,1,1,4.76936891452686,2,P00000002,2,17.4861522504063,15.26530030576833,16.044791164098296,8.692924506612883,9.301712968508928,9.973693726541104,17.524395805620358,14.31575436551635,14.591652391639961,8.000004940727104,9.088914030551791,11.405628363443427,gAAAAABobat9R1rO4HPaqx9VXfyRbudS4_2c3sxAXg0VT-yP5MFd7kBrvnA_DWuX1mn3yBUyacXnaDrfx7av73DuIq-1edjrWg==,gAAAAABobat9qdtJVBRUfLM6uxTgnGPw0LbBpoIneBZxMgmQZ7azSG3lz8jyPkS30b9MIsUYsC2THh58NLOxah-6COOeDswREw==,gAAAAABobat9e9FF3s61nopW0-u0OnCcJ130LvIMxPNUkWsA0kR7NIy0LKGAYTy7148dzxiXvG7G9MpkGr1wOWqq46ZvPmyi1Q==,gAAAAABobat9yh5MfkSNww0kD1KdjgPPIWvKF0IXMwMp_lOH6O94Cxqq2BzN_rmigYEoohve0tTX4dAL6PjOhBSjKQFIljAPOA==,gAAAAABobat90k4OhPTUZllKR78qrblVOAWAXrC8-o59NbRd6SSnMO98PBH5QYVNhhQfXIMTvyMDN6QVWl0zjiulwYEHWyKUvA==,gAAAAABobat963JjC5Fqq1Wcfw8YraVYHdeRGnfVCJwMkF0mZh9EcE58PZd0w244BJITTRQHG6MR4LU8zR49CP03xIqutzNmng==
E00000134,A,15-17,1,Superior,Superior,11,0,0,16,17,16,15,14,15,2,2,no,no,no,yes,no,yes,1,3,1,3,4.292394945296041,4,P00000002,2,16.51083603674328,16.208275659217563,15.059043777146263,16.41786835431281,13.285002543815253,13.97744228886087,16.908970754915156,16.238525698059227,16.777534335275227,14.87859509067677,14.853182580008184,14.092688222221312,gAAAAABobat9z69qQYZHu_Jz2eGWEYyjuIDoxdpGyBaLvB_1S8NA5lfyMvE6RbPT2Sq0VjmT7uue_3tBmBM593ip5Se_LaRBRA==,gAAAAABobat9KD26OyFvOSJAH6Gk531l8jWBuiIOKeUvD3rtArEznKdmMSIMblyizwDjqkEJYNrmd5zAmjwehG0hukxamodgGg==,gAAAAABobat95KngkTrlwTMF75zCo6fA8i14zGdAtRFOivwjcRcDSD1DCkS6--iaf7B9w9V0eWQwKsuR7or4INxshATr36igdQ==,gAAAAABobat9hUO7kn2TdmqHBDyyT8lDYk8qtDd7BOr5ETVwFd7QHid6I-QRx-vd_p57PtGT96CJ0GSNn18Gzl6aQgd4ZCmshw==,gAAAAABobat906yLnhaTC3VA3CT3-ltJSMRZPMOLHDTbB5JUDWUpMxIdtePD4QfBuXGJhQISXHSyqX8ze18k12woxvPcSQvYFw==,gAAAAABobat98BByx2fSGzVeXUeOnTwPr5sqZlYH3nHgOXpZWLRgsOIgooCW5ybR6qqUiAqndUjh-ABpvvpIDy4sBCmlHo0Iuw==
